70,325.81,-1.8531
80,325.68,-2.213
90,325.84,-2.3717
100,326.18,-2.3219
110,326.19,-2.2552
120,326.04,-2.1997
130,326.16,-2.2826
140,326.49,-2.3777
150,326.5,-2.3491
160,326.35,-2.4529
170,326.5,-2.6921
180,326.76,-2.7385
190,326.75,-2.647
200,326.69,-2.7859
210,326.78,-2.7908
220,327.05,-2.6707
230,327.02,-2.7016
240,326.96,-2.7968
250,327.02,-2.721
260,327.3,-2.6802
270,327.28,-2.7235
280,327.2,-2.8682
290,327.23,-2.8759
300,327.54,-2.7349
310,327.52,-2.7816
320,327.45,-2.9036
330,327.44,-2.8565
340,327.78,-2.8101
350,327.75,-2.751
360,327.68,-2.8073
370,327.66,-2.9905
380,328.01,-2.9656
390,328.01,-2.8321
400,327.91,-2.9235
410,327.88,-3.0167
420,328.22,-3.0235
430,328.26,-3.0212
440,328.14,-3.0107
450,328.08,-3.0158
460,328.42,-3.0098
470,328.47,-2.8788
480,328.36,-2.9259
490,328.29,-3.0272
500,328.59,-2.9958
510,328.67,-2.8686
520,328.6,-2.9542
530,328.51,-2.9348
540,328.79,-2.9385
550,328.88,-2.9644
560,328.82,-2.9532
570,328.7,-2.9315
580,328.98,-2.9687
590,329.08,-2.9644
600,329.04,-2.9447
610,328.91,-2.9715
620,329.16,-2.9785
630,329.27,-2.9719
640,329.24,-2.9083
650,328.97,-2.2584
660,329.2,-2.2151
670,329.39,-2.3835
680,329.37,-2.9431
690,329.27,-2.9315
700,329.48,-2.9604
710,329.59,-2.9639
720,329.57,-2.9126
730,329.5,-2.9313
740,329.65,-2.9848
750,329.79,-2.9562
760,329.75,-2.9198
770,329.7,-2.9455
780,329.8,-2.9352
790,329.98,-2.9554
800,329.96,-2.9873
810,329.86,-2.9262
820,329.95,-2.9191
830,330.16,-3.0123
840,330.12,-2.9136
850,330.05,-2.9424
860,330.1,-2.9773
870,330.34,-2.9364
880,330.3,-2.9698
890,330.23,-2.9035
900,330.25,-3.0219
910,330.52,-3.0094
920,330.48,-2.9341
930,330.41,-2.875
940,330.4,-2.8518
950,330.7,-2.9821
960,330.65,-3.0522
970,330.57,-3.0267
980,330.53,-3.0498
990,330.86,-3.0531
1000,330.81,-3.0411
1010,330.73,-3.0429
1020,330.68,-3.0065
1030,331.02,-2.9727
1040,331,-3.0279
1050,330.91,-2.99
1060,330.83,-2.8592
1070,331.18,-2.8854
1080,331.18,-3.0244
1090,331.07,-2.9481
1100,330.98,-2.8593
1110,331.31,-2.9528
1120,331.34,-3.0329
1130,331.23,-2.9549
1140,331.12,-2.8419
1150,331.43,-2.9682
1160,331.49,-2.9856
1170,331.41,-2.8508
1180,331.27,-2.9221
1190,331.58,-2.9953
1200,331.64,-2.8645
1210,331.58,-2.9041
1220,331.42,-3.0008
1230,331.72,-2.8583
1240,331.79,-2.9885
1250,331.74,-2.8687
1260,331.57,-3.0072
1270,331.85,-2.9645
1280,331.93,-2.8641
1290,331.9,-3.0203
1300,331.72,-2.9771
1310,331.98,-2.9254
1320,332.06,-2.897
1330,332.04,-2.8577
1340,331.88,-2.826
1350,332.1,-2.8402
1360,332.19,-2.8517
1370,332.18,-2.85
1380,332.06,-2.8662
1390,332.23,-2.8737
1400,332.35,-3.0129
1410,332.32,-2.9692
1420,332.22,-2.8897
1430,332.35,-2.9681
1440,332.5,-2.9498
1450,332.46,-2.9009
1460,332.38,-2.9774
1470,332.45,-2.9342
1480,332.65,-2.8941
1490,332.6,-2.9259
1500,332.52,-3.0184
1510,332.57,-2.8619
1520,332.78,-2.9786
1530,332.73,-2.949
1540,332.67,-2.8874
1550,332.69,-2.9784
1560,332.93,-2.87
1570,332.88,-3.006
1580,332.82,-2.8586
1590,332.81,-2.9019
1600,333.08,-3.0157
1610,333.02,-3.0168
1620,332.95,-3.0058
1630,332.91,-3.0052
1640,333.2,-2.9948
1650,333.16,-2.9335
1660,333.07,-2.9098
1670,333,-2.8872
1680,333.33,-2.839
1690,333.29,-2.9673
1700,333.2,-3.0085
1710,333.12,-2.9686
1720,333.45,-2.8573
1730,333.45,-2.9916
1740,333.34,-2.9246
1750,333.23,-2.9443
1760,333.57,-3.008
1770,333.58,-2.9919
1780,333.48,-3.0067
1790,333.35,-2.9633
1800,333.69,-2.8275
1810,333.71,-2.8127
1820,333.62,-2.8803
1830,333.46,-2.9975
1840,333.78,-2.9994
1850,333.82,-3.0043
1860,333.76,-2.9533
1870,333.57,-2.8258
1880,333.88,-2.8716
1890,333.95,-2.9806
1900,333.91,-3.0007
1910,333.7,-2.9629
1920,333.99,-2.9501
1930,334.07,-2.9783
1940,334.04,-3.0065
1950,333.84,-3.0041
1960,334.11,-2.9977
1970,334.18,-3.0479
1980,334.17,-3.061
1990,333.96,-3.0494
2000,334.21,-2.9219
2010,334.29,-2.9318
2020,334.29,-3.0055
2030,334.11,-2.9565
2040,334.3,-2.9135
2050,334.41,-3.0042
2060,334.4,-2.8904
2070,334.24,-2.97
2080,334.41,-3.0398
2090,334.54,-2.9026
2100,334.52,-2.8862
2110,334.39,-2.9982
2120,334.5,-3.0532
2130,334.67,-2.9464
2140,334.63,-2.8544
2150,334.52,-2.898
2160,334.58,-2.8751
2170,334.79,-2.8581
2180,334.75,-2.8638
2190,334.64,-2.8709
2200,334.68,-2.8703
2210,334.9,-2.8555
2220,334.85,-2.8679
2230,334.77,-2.9097
2240,334.78,-3.0132
2250,335.03,-3.0151
2260,334.97,-2.8812
2270,334.9,-2.8594
2280,334.87,-2.8702
2290,335.15,-2.9308
2300,335.08,-2.9464
2310,335.02,-2.9285
2320,334.96,-2.9536
2330,335.25,-3.0046
2340,335.22,-3.0395
2350,335.13,-3.0317
2360,335.04,-2.9009
2370,335.36,-2.855
2380,335.34,-2.938
2390,335.24,-2.9973
2400,335.13,-2.9012
2410,335.46,-3.0076
2420,335.46,-2.8639
2430,335.36,-2.8653
2440,335.23,-2.9152
2450,335.57,-3.0146
2460,335.58,-2.8729
2470,335.49,-2.9955
2480,335.33,-3.0135
2490,335.66,-2.9272
2500,335.69,-2.9413
2510,335.62,-3.0205
2520,335.4,-2.9825
2530,335.73,-2.9151
2540,335.78,-2.9875
2550,335.73,-2.9756
2560,335.51,-2.8567
2570,335.82,-2.9972
2580,335.89,-2.9573
2590,335.86,-2.9474
2600,335.63,-2.9394
2610,335.91,-2.862
2620,335.99,-2.9458
2630,335.97,-3.025
2640,335.75,-2.9795
2650,336.01,-2.8638
2660,336.09,-2.9136
2670,336.08,-2.9513
2680,335.85,-2.8726
2690,336.08,-2.9635
2700,336.17,-2.96
2710,336.17,-2.9951
2720,335.98,-3.0138
2730,336.16,-2.8831
2740,336.27,-2.924
2750,336.27,-2.9625
2760,336.1,-2.9335
2770,336.24,-2.9293
2780,336.38,-2.9611
2790,336.37,-2.8898
2800,336.23,-2.9866
2810,336.32,-2.8853
2820,336.49,-2.8688
2830,336.46,-3.0017
2840,336.33,-2.9069
2850,336.38,-2.9601
2860,336.6,-2.9257
2870,336.55,-2.858
2880,336.44,-3.0055
2890,336.46,-2.9042
2900,336.7,-2.863
2910,336.64,-2.9972
2920,336.55,-2.8645
2930,336.54,-2.9754
2940,336.8,-2.9119
2950,336.74,-2.912
2960,336.66,-2.9564
2970,336.62,-2.9306
2980,336.9,-2.938
2990,336.84,-2.9275
3000,336.76,-2.9587
3010,336.69,-2.9069
3020,336.98,-2.9613
3030,336.97,-2.903
3040,336.85,-2.995
3050,336.76,-2.8469
3060,337.06,-2.9149
3070,337.06,-3.0061
3080,336.95,-2.8798
3090,336.83,-2.8411
3100,337.16,-2.9889
3110,337.17,-2.9236
3120,337.07,-2.9324
3130,336.9,-2.9673
3140,337.24,-2.9097
3150,337.26,-2.9435
3160,337.18,-2.8648
3170,336.99,-3.002
3180,337.32,-2.8696
3190,337.34,-2.9465
3200,337.29,-2.9415
3210,337.05,-2.9248
3220,337.38,-2.9388
3230,337.43,-2.8955
3240,337.39,-2.9869
3250,337.15,-2.8801
3260,337.46,-2.9387
3270,337.53,-2.9582
3280,337.51,-2.9325
3290,337.25,-2.9149
3300,337.54,-2.9148
3310,337.61,-2.9657
3320,337.59,-2.8876
3330,337.36,-2.9816
3340,337.61,-2.8496
3350,337.68,-2.9753
3360,337.68,-2.9257
3370,337.44,-2.8654
3380,337.65,-2.9973
3390,337.76,-2.882
3400,337.76,-2.9727
3410,337.55,-2.8565
3420,337.72,-2.9838
3430,337.85,-2.9072
3440,337.84,-2.84
3450,337.66,-2.9726
3460,337.79,-2.9994
3470,337.94,-2.9306
3480,337.92,-2.8519
3490,337.76,-2.98
3500,337.85,-2.8478
3510,338.03,-2.9633
3520,338,-3.0159
3530,337.85,-3.0175
3540,337.89,-2.9796
3550,338.13,-2.8752
3560,338.07,-2.8353
