10.81,3.6466,-3.9893
10.81,3.6445,-4.0274
10.81,3.6426,-4.0248
10.81,3.6406,-4.0254
10.81,3.6387,-4.0254
10.81,3.6368,-4.0252
10.81,3.6349,-4.0252
10.81,3.633,-4.0252
10.811,3.631,-4.025
10.811,3.6291,-4.025
10.811,3.6272,-4.0252
10.811,3.6253,-4.0254
10.811,3.6234,-4.0254
10.811,3.6215,-4.0256
10.812,3.6195,-4.0252
10.812,3.6176,-4.0252
10.812,3.6157,-4.0252
10.812,3.6138,-4.0252
10.812,3.6119,-4.0256
10.813,3.6099,-4.0256
10.813,3.6101,-4.025
10.813,3.6082,-4.0246
10.813,3.6063,-4.0254
10.813,3.6044,-4.0252
10.813,3.6025,-4.0256
10.814,3.6006,-4.025
10.814,3.5986,-4.025
10.814,3.5967,-4.0254
10.814,3.5948,-4.0252
10.814,3.5929,-4.0256
10.815,3.591,-4.0248
10.815,3.589,-4.0252
10.815,3.5871,-4.0254
10.815,3.586,-4.0252
10.816,3.5841,-4.0252
10.816,3.5821,-4.0252
10.816,3.5802,-4.0252
10.816,3.5783,-4.0252
10.817,3.5764,-4.025
10.817,3.5745,-4.025
10.817,3.5725,-4.025
10.817,3.5706,-4.0252
10.818,3.5687,-4.025
10.818,3.5668,-4.0252
10.818,3.567,-4.0254
10.818,3.5651,-4.0252
10.819,3.5631,-4.0252
10.819,3.5612,-4.025
10.819,3.5593,-4.0252
10.82,3.5574,-4.0252
10.82,3.5555,-4.025
10.82,3.5536,-4.0252
10.821,3.5516,-4.0254
10.821,3.5513,-4.0252
10.821,3.5493,-4.0252
10.822,3.5474,-4.0248
10.822,3.5455,-4.0246
10.822,3.5436,-4.0256
10.823,3.5417,-4.0258
10.823,3.5397,-4.0252
10.824,3.5384,-4.025
10.824,3.5365,-4.025
10.825,3.5346,-4.0252
10.825,3.5327,-4.0248
10.826,3.5307,-4.0254
10.826,3.5288,-4.0252
10.826,3.528,-4.025
10.827,3.5261,-4.0248
10.828,3.5242,-4.0248
10.828,3.5223,-4.025
10.829,3.5204,-4.0248
10.829,3.5192,-4.0252
10.83,3.5173,-4.0252
10.831,3.5154,-4.0252
10.831,3.5135,-4.0252
10.832,3.5119,-4.0254
10.833,3.51,-4.0252
10.834,3.5081,-4.0248
10.834,3.5062,-4.025
10.835,3.5056,-4.0256
10.836,3.5037,-4.025
10.837,3.5018,-4.0258
10.838,3.5002,-4.0248
10.839,3.4983,-4.0246
10.84,3.4964,-4.0254
10.84,3.4954,-4.025
10.841,3.4935,-4.025
10.843,3.4916,-4.0254
10.843,3.491,-4.0254
10.844,3.4891,-4.0252
10.846,3.4872,-4.0252
10.846,3.487,-4.0254
10.847,3.4851,-4.0252
10.849,3.4832,-4.025
10.849,3.4832,-4.0246
10.85,3.4812,-4.0252
10.851,3.4799,-4.0252
10.853,3.478,-4.0254
10.854,3.4765,-4.0254
10.856,3.4745,-4.0252
10.857,3.4734,-4.0254
10.859,3.4715,-4.0254
10.86,3.4707,-4.0252
10.861,3.4688,-4.0256
10.863,3.4678,-4.025
10.864,3.4659,-4.025
10.865,3.4651,-4.0256
10.867,3.4632,-4.0254
10.868,3.4626,-4.0252
10.87,3.4607,-4.0254
10.871,3.4601,-4.0252
10.873,3.4582,-4.025
10.874,3.4577,-4.0252
10.876,3.4557,-4.0248
10.876,3.4555,-4.0252
10.878,3.4536,-4.0254
10.879,3.4531,-4.0258
10.881,3.4511,-4.025
10.882,3.4509,-4.0254
10.884,3.449,-4.0252
10.885,3.4488,-4.0254
10.887,3.4469,-4.025
10.888,3.4469,-4.025
10.89,3.445,-4.0252
10.89,3.4448,-4.025
10.893,3.4429,-4.0252
10.893,3.4427,-4.0252
10.896,3.4408,-4.0252
10.896,3.4408,-4.0254
10.899,3.4389,-4.0254
10.899,3.4389,-4.025
10.901,3.4371,-4.0252
10.904,3.4354,-4.0254
